,Series6_A549-ACE2_Mock_1,Series6_A549-ACE2_Mock_2,Series6_A549-ACE2_Mock_3,Series6_A549-ACE2_SARS-CoV-2_1,Series6_A549-ACE2_SARS-CoV-2_2,Series6_A549-ACE2_SARS-CoV-2_3,Series16_A549-ACE2_Mock_1,Series16_A549-ACE2_Mock_2,Series16_A549-ACE2_Mock_3,Series16_A549-ACE2_SARS-CoV-2_1,Series16_A549-ACE2_SARS-CoV-2_2,Series16_A549-ACE2_SARS-CoV-2_3
SNORD103B,0,0,0,0,0,0,0,0,0,0,0,0
SNORD103A,0,0,0,0,0,0,0,0,0,0,0,0
NKAIN1,19,6,11,10,7,4,9,16,14,15,22,30
SNRNP40,476,54,309,130,29,34,54,249,204,101,89,95
ZCCHC17,438,23,246,77,18,19,66,338,222,59,83,85
FABP3,0,0,0,0,0,0,0,4,5,2,1,2
SERINC2,1531,165,1370,257,83,51,149,770,717,227,222,219
TINAGL1,160,15,115,18,5,2,2,3,6,5,5,4
HCRTR1,3,0,2,3,1,1,0,1,2,5,3,1
PEF1,1278,100,838,167,48,37,147,690,603,138,136,122
COL16A1,266,16,149,99,15,25,10,48,59,38,36,32
MIR4254,0,0,0,0,0,0,0,0,0,0,1,0
SPOCD1,85,6,66,8,1,1,3,34,38,18,23,17
PTP4A2,2885,336,2050,892,233,243,448,2106,1713,958,1058,1067
KHDRBS1,2423,222,1455,349,127,110,382,1892,1472,399,415,398
TMEM39B,55,7,50,20,5,2,12,48,34,21,9,13
KPNA6,1773,187,1189,431,117,114,207,949,695,482,478,495
TXLNA,1983,203,1281,551,146,147,202,892,742,414,385,399
CCDC28B,18,3,11,4,4,2,3,13,14,7,13,10
IQCC,14,1,13,7,2,1,6,26,18,9,13,12
DCDC2B,0,0,2,0,0,0,2,10,9,3,1,1
TMEM234,139,11,96,28,7,6,8,34,43,17,10,15
EIF3I,1598,139,1056,233,55,70,235,1157,932,304,269,309
MTMR9LP,103,10,74,19,1,4,3,19,21,11,10,24
FAM167B,17,1,6,7,1,0,1,10,2,1,4,1
LCK,0,0,2,1,0,0,0,2,0,0,2,1
HDAC1,1890,134,1291,304,82,73,230,1117,893,209,184,176
MARCKSL1,1021,115,806,146,56,58,132,654,538,87,77,64
FAM229A,33,4,38,10,7,5,0,4,1,1,3,5
TSSK3,3,0,3,0,0,0,8,37,39,59,57,59
BSDC1,1300,137,901,251,73,73,108,513,419,217,201,178
ZBTB8B,1,0,0,0,0,0,0,1,0,0,0,0
ZBTB8A,135,14,76,24,12,5,14,81,76,23,23,29
ZBTB8OS,504,38,309,100,30,29,63,255,207,79,77,95
RBBP4,1879,151,1079,394,113,109,195,812,636,224,216,221
SYNC,353,32,209,42,14,16,13,62,51,14,6,5
KIAA1522,1793,198,1307,392,115,83,143,704,632,263,245,221
YARS,2409,198,1608,424,84,104,265,1429,1073,407,445,373
S100PBP,371,24,231,86,17,21,31,236,170,100,91,82
FNDC5,3,0,2,0,2,1,0,7,2,1,4,0
HPCA,2,1,1,1,0,0,0,2,2,7,6,3
TMEM54,218,35,187,36,10,5,32,131,135,40,42,32
RNF19B,684,62,477,198,55,70,59,363,271,411,455,397
AK2,2177,208,1351,283,96,82,348,1596,1335,481,636,725
TRIM62,36,1,36,6,5,8,7,23,14,10,3,9
ZNF362,105,11,97,33,5,8,19,86,66,16,7,27
PHC2,335,39,296,185,36,17,60,325,275,283,274,281
MIR3605,0,0,0,0,0,0,0,0,0,0,0,0
ZSCAN20,108,12,54,49,9,6,19,72,55,38,42,49
CSMD2,0,0,0,0,0,0,0,1,2,0,0,1
HMGB4,0,0,0,0,0,0,0,0,0,0,0,0
C1orf94,0,0,0,0,0,0,0,0,0,0,0,0
GJB5,8,0,9,0,1,0,2,7,3,1,2,1
GJB4,33,8,17,0,0,0,1,5,6,1,0,2
GJB3,14,2,20,1,1,1,2,7,10,4,10,6
GJA4,0,0,0,0,0,0,0,0,0,0,0,0
SMIM12,527,49,398,124,37,37,70,291,261,87,118,93
DLGAP3,0,0,0,0,0,0,0,1,1,0,0,1
LOC653160,30,4,18,10,3,0,3,9,9,4,1,4
ZMYM6,157,24,83,46,13,6,12,72,71,25,38,26
ZMYM1,193,17,73,48,10,12,23,112,88,34,33,30
SFPQ,4375,461,2583,1067,377,290,538,2481,1910,931,1114,1062
ZMYM4,808,72,439,219,53,67,127,617,415,216,203,192
KIAA0319L,1401,131,988,253,66,60,175,890,699,158,157,147
NCDN,665,80,462,130,63,42,47,243,161,32,32,30
TFAP2E,7,0,6,11,0,0,3,6,2,5,2,8
PSMB2,3091,293,2069,433,112,129,468,1964,1648,324,329,267
C1orf216,391,24,228,87,20,23,41,148,127,61,49,72
CLSPN,54,7,28,6,4,8,23,138,62,27,27,18
AGO4,332,30,181,67,14,26,38,205,168,59,67,67
AGO1,312,31,226,72,17,16,37,169,110,33,35,27
AGO3,136,10,101,29,11,10,20,86,60,24,35,36
TEKT2,1,0,0,3,0,0,1,1,2,3,2,0
ADPRHL2,676,71,478,197,40,32,82,361,324,283,300,257
COL8A2,0,0,0,0,0,0,1,1,3,1,4,2
TRAPPC3,1221,112,807,217,58,52,97,513,433,107,125,114
MAP7D1,1593,165,1225,250,96,74,135,650,511,180,202,216
THRAP3,2674,229,1541,695,144,173,341,1636,1234,546,544,539
SH3D21,25,2,16,2,2,2,5,52,32,17,15,25
EVA1B,58,8,58,15,9,4,6,18,21,10,13,14
STK40,644,55,433,170,39,33,41,218,164,208,263,232
LSM10,442,46,397,71,19,21,39,192,184,33,33,33
OSCP1,89,5,46,22,7,3,17,66,36,8,10,18
MRPS15,1367,103,894,225,71,61,133,550,476,102,98,67
CSF3R,0,0,0,0,0,0,0,2,0,1,0,0
GRIK3,0,0,0,0,0,0,0,0,0,0,0,0
MIR4255,0,0,0,0,0,0,0,0,0,0,0,0
ZC3H12A,472,48,360,690,173,112,58,326,246,819,877,1007
MEAF6,398,41,253,137,29,40,43,275,241,126,167,196
MIR5581,2,1,2,0,0,0,0,0,3,0,0,0
SNIP1,204,18,139,232,46,70,44,147,112,394,443,509
DNALI1,2,0,1,0,0,0,0,0,2,2,2,3
GNL2,642,47,362,164,39,46,88,380,305,198,208,231
RSPO1,0,0,0,0,0,0,0,0,0,0,0,0
C1orf109,328,28,143,67,29,11,28,166,101,66,52,45
CDCA8,44,13,41,19,1,4,13,40,34,16,11,18
EPHA10,38,5,34,18,2,1,8,36,29,15,14,7
MANEAL,163,14,134,48,11,8,32,186,131,30,25,28
YRDC,662,48,387,195,80,57,54,333,251,290,254,280
C1orf122,569,51,499,152,39,37,48,243,254,43,46,34
MTF1,458,44,244,132,29,22,58,277,221,122,122,107
INPP5B,186,17,110,78,20,12,31,143,108,68,96,84
SF3A3,2204,194,1317,412,124,119,282,1312,893,318,346,306
FHL3,57,8,57,14,4,2,10,33,32,25,28,17
POU3F1,0,0,0,0,0,0,0,0,0,0,3,0
MIR3659,0,0,0,0,0,0,0,0,0,0,0,0
RRAGC,692,79,414,239,38,46,70,359,304,267,306,274
GJA9-MYCBP,0,0,0,0,0,0,0,1,0,2,0,0
MYCBP,0,0,0,0,0,0,0,0,1,0,0,0
GJA9,0,0,0,0,0,0,0,0,0,0,0,0
RHBDL2,1,0,0,0,0,0,8,32,29,13,13,11
AKIRIN1,1103,93,629,441,150,92,137,678,512,478,509,511
NDUFS5,4142,345,2674,610,211,204,314,1633,1342,256,251,248
MACF1,4573,351,3069,813,191,201,536,2335,1707,664,723,674
KIAA0754,514,48,339,47,16,15,40,223,150,27,24,15
BMP8A,7,0,0,4,0,0,2,14,15,11,11,7
PPIEL,175,11,87,50,4,6,7,45,51,17,11,14
PABPC4,1677,148,1159,258,100,82,243,1213,979,172,159,156
SNORA55,7,0,3,0,0,0,0,1,1,0,1,0
HEYL,36,3,23,19,4,4,9,46,26,13,18,12
NT5C1A,0,0,0,0,0,0,0,0,0,0,0,0
HPCAL4,0,1,3,1,0,0,0,0,2,1,1,1
PPIE,551,50,374,116,23,34,82,396,299,76,88,83
BMP8B,52,1,42,8,7,1,19,77,63,13,16,10
OXCT2,6,1,3,1,0,0,0,4,1,1,0,1
TRIT1,291,23,191,109,31,16,43,222,174,172,175,206
MFSD2A,38,6,36,13,6,3,5,58,35,21,25,21
CAP1,8143,748,5365,1005,287,249,1083,4907,4000,817,950,768
PPT1,1364,105,843,187,41,56,207,923,758,97,102,86
RLF,346,31,234,396,86,87,84,479,385,1277,1935,2202
TMCO2,0,0,0,0,0,0,0,0,0,0,0,1
ZMPSTE24,1939,200,1082,265,74,83,227,1208,902,142,138,137
COL9A2,19,2,11,6,2,1,0,2,5,3,2,2
SMAP2,213,20,138,45,8,10,24,137,135,55,42,53
ZFP69B,17,0,2,4,0,0,1,9,9,6,7,3
ZFP69,0,0,0,0,0,0,0,2,0,2,3,0
EXO5,31,4,28,11,4,3,9,49,42,14,13,7
ZNF684,9,5,11,6,1,0,0,17,11,1,2,0
RIMS3,69,8,58,22,4,2,10,62,44,20,8,21
NFYC,546,46,406,146,37,22,41,183,157,70,88,71
MIR30E,0,0,0,0,0,0,0,0,0,0,0,0
MIR30C1,0,0,0,0,0,0,0,0,0,0,0,0
KCNQ4,15,2,10,15,2,3,0,4,4,10,15,14
CITED4,316,30,294,61,34,21,15,67,77,41,53,38
CTPS1,3010,252,1737,435,121,99,228,1264,938,301,350,307
SLFNL1-AS1,61,3,32,14,3,2,4,13,7,5,4,4
SLFNL1,0,0,0,0,0,0,1,4,3,1,1,1
SCMH1,210,16,110,63,23,23,31,148,131,89,76,92
EDN2,186,32,126,15,7,0,20,112,108,42,44,70
HIVEP3,16,3,2,1,1,1,9,21,23,17,22,21
GUCA2B,4,0,4,0,0,0,1,2,1,0,0,0
GUCA2A,0,0,0,0,0,0,0,0,0,0,0,0
FOXJ3,889,74,498,351,87,80,88,477,368,480,458,519
RIMKLA,136,9,92,16,6,1,58,338,256,50,64,60
ZMYND12,4,0,1,0,0,0,1,7,6,0,1,0
PPCS,665,67,380,114,38,40,118,450,433,141,111,106
CCDC30,12,2,5,2,0,0,1,6,4,5,3,6
PPIH,164,17,112,19,6,10,37,128,129,36,16,28
YBX1,9663,818,5951,1363,354,339,1113,5086,3615,595,592,626
CLDN19,0,0,0,0,0,0,0,1,0,0,1,0
C1orf50,136,15,116,16,8,14,11,70,60,21,23,25
ERMAP,183,13,106,22,9,8,12,76,69,22,17,24
ZNF691,177,19,127,49,7,20,32,96,96,59,70,55
SLC2A1,1985,184,1434,352,121,87,690,2969,2652,1248,1525,1467
SLC2A1-AS1,15,2,8,3,0,0,1,12,3,1,1,6
FAM183A,6,1,3,4,0,0,1,3,0,0,0,0
EBNA1BP2,1458,136,949,228,68,72,228,1146,903,152,155,136
TMEM125,0,0,0,3,0,0,0,0,0,0,0,0
C1orf210,0,0,0,0,0,0,0,0,0,0,0,0
TIE1,0,0,0,0,0,0,1,0,0,0,0,1
MPL,1,0,5,0,0,0,1,1,2,1,2,3
CDC20,111,15,81,36,18,16,16,64,61,30,38,22
ELOVL1,1551,147,1144,266,75,46,283,1239,1054,310,306,280
MED8,581,41,377,143,38,37,63,368,269,146,172,151
SZT2,742,52,504,153,44,24,58,261,188,89,77,60
HYI,2,1,1,2,0,0,0,0,0,0,0,0
PTPRF,6800,607,4797,994,283,237,884,4600,3478,912,921,929
KDM4A,1135,85,723,202,62,53,88,487,411,123,131,123
KDM4A-AS1,11,1,2,3,2,0,1,9,5,1,2,2
ST3GAL3,93,5,78,18,7,9,9,53,57,21,19,30
ARTN,8,3,14,5,0,0,0,5,4,0,2,1
IPO13,563,50,401,124,36,31,67,275,228,60,55,53
DPH2,215,15,152,58,10,11,19,99,92,47,34,51
ATP6V0B,1767,130,1303,481,128,90,147,778,607,237,236,208
B4GALT2,645,68,492,161,37,31,73,347,261,97,78,68
CCDC24,148,15,107,20,5,3,8,46,38,7,21,10
SLC6A9,126,11,76,16,4,2,23,78,78,35,26,21
KLF17,0,0,0,2,0,0,1,1,0,1,1,0
DMAP1,281,33,218,74,22,19,25,117,103,22,29,19
ERI3,582,56,428,105,29,13,65,368,305,34,43,55
RNF220,576,49,363,136,24,24,109,385,284,114,118,100
MIR5584,0,0,0,0,0,0,0,0,0,0,0,0
TMEM53,171,8,115,25,7,23,18,56,45,9,8,4
KIF2C,59,10,19,17,7,6,3,41,32,12,8,7
RPS8,12617,974,7740,1881,568,535,2202,10277,8643,1744,2039,2141
SNORD55,3,0,4,6,1,5,0,0,0,0,0,1
SNORD46,11,0,4,16,0,1,0,3,1,2,2,5
SNORD38A,6,0,1,7,0,0,0,0,1,1,1,4
SNORD38B,4,2,10,5,1,2,0,4,4,17,12,25
BEST4,16,0,10,2,0,0,0,5,7,2,1,1
PLK3,626,68,491,271,75,65,39,174,172,164,200,167
TCTEX1D4,1,0,0,0,1,0,0,5,1,2,2,0
BTBD19,138,15,103,31,15,6,0,35,30,13,14,21
PTCH2,13,1,15,3,0,2,1,13,8,8,2,3
EIF2B3,302,23,216,30,15,18,35,165,127,28,28,15
HECTD3,1415,134,965,228,62,48,119,477,434,64,79,69
UROD,723,72,485,163,28,44,120,423,376,95,108,85
ZSWIM5,98,10,70,20,5,6,28,93,84,32,36,44
HPDL,6,1,3,0,0,0,0,3,2,1,1,1
MUTYH,41,3,40,18,2,1,1,23,18,6,7,8
TOE1,194,20,128,68,18,12,23,132,93,26,32,31
TESK2,2,0,2,0,0,0,1,4,2,5,0,4
MMACHC,42,5,39,18,0,4,4,31,27,9,5,5
PRDX1,18126,1545,11663,2143,654,658,2328,11100,9145,801,884,687
AKR1A1,1265,118,981,153,57,57,105,550,474,56,57,55
NASP,1018,75,569,216,59,46,197,904,644,261,281,224
CCDC17,34,2,16,1,0,0,0,7,9,2,1,3
GPBP1L1,883,92,567,455,110,99,140,669,555,622,704,763
RPS15AP10,0,0,0,0,0,0,0,6,0,2,1,0
TMEM69,819,76,510,242,42,44,48,275,248,133,124,124
IPP,97,8,74,24,5,6,15,76,63,20,17,39
MAST2,1476,120,1001,239,69,66,134,620,464,151,168,145
PIK3R3,405,25,239,61,17,14,22,126,109,34,26,18
TSPAN1,81,9,42,3,1,1,6,38,41,5,4,7
POMGNT1,992,84,661,167,44,47,101,501,417,129,123,94
LURAP1,0,0,0,0,0,0,0,0,0,0,0,0
RAD54L,27,1,13,7,2,2,15,44,33,14,35,20
LRRC41,2056,173,1411,344,101,82,210,1033,933,177,167,174
UQCRH,4009,334,2474,574,181,159,399,1929,1557,249,261,248
NSUN4,302,22,203,76,21,19,28,152,121,92,85,75
FAAH,39,4,29,20,1,4,1,6,6,9,10,7
DMBX1,4,0,1,4,0,2,2,8,6,5,16,14
MKNK1-AS1,0,0,0,0,0,0,2,3,4,1,4,1
KNCN,0,0,0,0,0,0,0,1,0,0,0,0
MKNK1,431,49,326,78,32,10,48,236,178,80,87,51
MOB3C,44,6,43,10,5,4,12,48,35,65,49,47
ATPAF1,690,61,510,99,28,28,95,474,378,69,76,56
TEX38,0,0,0,0,0,0,0,0,0,0,0,0
EFCAB14-AS1,0,0,0,0,0,0,0,1,0,0,0,0
EFCAB14,1205,94,805,254,71,81,134,813,573,261,279,246
CYP4B1,0,0,0,0,0,0,0,0,0,0,0,0
CYP4Z2P,0,0,0,0,0,0,0,0,0,0,0,0
CYP4A11,0,0,0,0,0,0,0,0,0,0,0,0
CYP4X1,0,0,0,0,0,0,0,1,0,0,0,0
CYP4Z1,0,0,0,0,0,0,0,0,0,0,0,0
CYP4A22,0,0,0,0,0,0,0,0,0,0,0,0
LINC00853,4,1,4,3,1,0,3,4,2,1,2,1
PDZK1IP1,38,1,17,7,2,4,20,77,110,49,60,51
TAL1,2,0,0,0,0,0,0,1,0,0,0,0
STIL,122,12,93,20,12,9,22,97,78,32,36,24
CMPK1,2312,222,1358,490,128,152,369,1951,1607,304,305,342
FOXE3,0,0,0,0,0,0,0,0,0,0,0,0
FOXD2-AS1,51,1,24,17,5,5,5,25,26,17,13,13
FOXD2,15,3,16,14,2,2,3,16,13,9,8,5
TRABD2B,24,4,17,10,2,8,4,19,13,15,10,6
SLC5A9,23,4,20,2,1,2,2,3,1,1,0,0
SPATA6,14,0,10,11,2,3,1,22,22,7,8,6
AGBL4,0,0,0,0,0,0,0,0,0,0,1,0
BEND5,0,0,0,0,0,0,0,0,0,0,0,0
ELAVL4,0,0,0,0,0,0,0,0,0,0,0,0
DMRTA2,14,1,10,8,6,0,0,5,0,2,0,0
FAF1,608,55,363,149,42,32,105,485,358,125,143,125
CDKN2C,148,7,107,62,17,10,23,92,83,57,72,61
C1orf185,0,0,0,0,0,0,0,0,0,0,0,0
RNF11,642,83,438,346,87,95,125,612,479,326,369,503
TTC39A,142,9,102,21,6,9,22,84,90,14,18,10
EPS15,682,75,451,115,39,58,108,475,368,122,129,124
OSBPL9,2491,239,1607,519,164,159,250,1066,856,376,416,415
MIR761,0,0,0,0,0,0,0,0,0,0,0,0
RAB3B,359,33,200,30,14,7,42,203,184,63,60,54
TXNDC12,730,63,449,119,47,35,155,628,485,71,91,99
KTI12,0,0,0,0,0,0,0,0,0,0,0,0
BTF3L4,915,90,617,294,68,82,128,550,484,197,209,236
ZFYVE9,312,32,219,71,22,20,64,297,184,78,56,70
CC2D1B,728,78,484,206,42,54,78,378,324,213,191,227
ORC1,131,12,83,37,7,7,30,176,96,29,39,18
PRPF38A,556,41,336,278,54,73,71,410,312,274,322,303
GPX7,0,0,0,0,0,0,1,0,0,0,0,0
ZYG11B,339,40,212,83,21,16,60,327,233,53,60,52
ZYG11A,71,5,33,32,3,4,15,41,32,15,21,21
ECHDC2,70,5,41,8,3,2,11,50,54,13,12,15
SCP2,804,74,537,114,50,39,179,730,614,80,70,70
PODN,0,0,0,0,0,0,0,1,0,0,0,0
SLC1A7,1,0,0,0,0,0,0,1,0,0,0,0
CPT2,494,53,330,101,27,31,55,275,207,48,34,40
C1orf123,419,42,319,56,39,17,55,244,193,34,39,26
MAGOH,302,22,182,94,28,25,55,226,169,143,127,130
LOC100507564,1,1,6,0,2,1,1,1,3,0,1,0
LRP8,1197,139,882,261,66,50,146,656,454,149,154,137
SLC25A3P1,0,0,0,0,0,0,0,0,0,0,0,0
DMRTB1,0,0,0,0,0,0,0,0,0,0,0,0
GLIS1,0,1,0,0,0,0,0,0,0,0,0,1
YIPF1,375,32,214,49,20,13,72,281,221,36,51,40
DIO1,7,0,4,0,0,1,1,0,5,0,0,0
HSPB11,180,15,119,24,9,2,67,254,175,42,23,35
LRRC42,541,56,330,133,38,42,71,381,321,163,143,176
LDLRAD1,44,0,23,0,3,1,1,3,6,2,0,1
TMEM59,2229,195,1465,250,91,68,401,1913,1588,256,232,242
TCEANC2,150,11,106,15,4,7,25,85,64,18,13,26
MIR4781,0,0,0,0,0,0,0,0,0,0,0,0
CDCP2,0,0,3,0,0,0,0,0,0,1,0,0
CYB5RL,79,2,38,17,7,3,6,30,30,7,6,7
MRPL37,797,54,472,128,42,40,111,565,432,92,69,66
SSBP3,120,11,72,12,11,7,20,87,78,37,33,35
ACOT11,31,1,20,5,1,0,4,20,9,3,1,1
FAM151A,0,0,0,0,0,0,0,0,0,0,1,0
MROH7,0,0,0,0,0,0,0,0,0,0,0,0
TTC4,3,0,5,0,0,1,1,13,5,0,1,2
PARS2,199,18,109,41,11,10,17,82,70,40,44,40
TTC22,1,0,0,0,0,0,0,0,0,0,0,0
DHCR24,6216,512,4292,474,187,111,381,1877,1518,144,170,148
TMEM61,0,0,0,0,0,0,0,0,0,0,0,0
BSND,0,0,0,0,0,0,0,0,0,0,0,0
PCSK9,571,59,446,85,19,28,18,120,99,12,17,7
USP24,1347,122,848,385,79,90,197,830,622,409,412,428
LOC100507634,6,0,7,1,0,0,0,4,0,0,1,2
MIR4422,0,0,0,0,0,0,0,0,0,0,0,0
PRKAA2,395,50,273,153,33,48,58,344,284,152,171,185
C8A,0,0,0,0,0,0,0,0,0,0,0,0
C8B,0,0,0,0,0,0,0,0,0,0,0,0
DAB1,0,0,0,0,0,0,0,0,0,0,0,0
OMA1,134,8,54,25,9,6,15,75,53,25,4,15
TACSTD2,0,0,0,0,0,0,0,0,0,0,0,0
MYSM1,436,44,279,425,99,60,57,224,198,334,421,427
JUN,2380,235,1524,1569,463,398,263,1126,929,2533,3201,3823
HSD52,0,0,0,0,0,4,0,0,0,0,2,1
FGGY,53,4,44,16,3,3,14,33,33,7,5,7
MIR4711,0,0,0,0,0,0,0,0,0,0,0,0
HOOK1,24,1,14,3,5,5,3,18,25,3,4,6
CYP2J2,1,0,2,0,0,0,0,6,1,8,9,6
C1orf87,0,0,0,0,0,0,0,0,0,0,0,0
NFIA,265,26,176,81,13,15,52,264,183,59,46,48
MGC34796,0,0,0,0,0,0,0,1,0,1,0,0
TM2D1,308,29,195,70,28,20,55,217,188,74,90,84
L1TD1,2,0,0,0,0,0,0,0,0,2,0,0
KANK4,1,0,0,0,0,0,0,0,1,1,2,1
USP1,390,38,196,115,37,21,103,527,337,147,158,189
DOCK7,678,60,429,112,45,36,102,523,324,154,184,202
ANGPTL3,0,0,0,0,0,0,0,0,0,0,3,1
ATG4C,89,14,57,20,8,4,19,75,70,11,23,14
LINC00466,1,0,0,0,0,0,0,0,1,0,0,0
FOXD3,21,2,23,26,15,13,4,17,16,11,16,21
ALG6,104,12,94,17,8,7,13,73,55,9,14,20
ITGB3BP,107,11,67,15,9,4,34,185,157,28,30,33
EFCAB7,56,10,41,15,7,4,15,73,49,17,18,22
DLEU2L,3,0,0,1,0,0,0,3,1,0,0,0
PGM1,957,88,653,206,60,56,186,930,854,195,193,189
ROR1,624,73,361,95,16,24,83,384,328,111,109,87
UBE2U,0,1,0,0,0,0,0,1,0,1,0,1
CACHD1,52,3,51,29,5,8,13,51,38,27,19,23
MIR4794,0,0,0,0,0,0,0,0,0,0,0,0
RAVER2,266,13,149,51,12,16,38,175,116,40,38,45
JAK1,8501,773,5051,1143,312,338,702,3485,2609,1105,1191,1234
MIR3671,0,0,2,0,0,0,0,1,0,2,2,3
MIR101-1,0,0,0,0,0,0,0,0,0,0,0,0
AK4,844,81,492,153,29,32,134,664,594,253,324,375
DNAJC6,198,20,116,32,16,12,20,128,95,42,54,49
LEPROT,1730,189,1192,225,92,81,180,820,720,173,186,161
LEPR,177,15,87,30,8,15,27,111,87,25,30,34
PDE4B,499,40,254,284,77,86,100,400,381,668,619,665
SGIP1,0,0,0,0,0,0,0,0,0,0,0,0
MIR3117,0,0,0,0,0,0,0,0,0,0,0,0
TCTEX1D1,0,0,0,0,0,0,0,0,0,0,0,0
INSL5,0,0,0,0,0,0,0,0,0,1,0,0
WDR78,56,7,35,11,5,3,5,21,22,13,11,11
MIER1,707,63,460,548,138,131,89,487,333,599,725,776
SLC35D1,413,39,257,106,32,38,51,265,234,79,79,78
C1orf141,0,0,0,0,0,0,0,0,0,0,0,1
IL23R,0,0,0,0,0,0,0,1,0,0,0,0
IL12RB2,1,0,0,0,0,0,2,1,2,4,11,7
SERBP1,5101,505,2999,908,265,231,608,2813,2346,381,413,439
GADD45A,1942,205,1180,928,283,234,138,640,536,720,946,946
GNG12,2484,296,1567,527,169,151,327,1466,1301,322,288,338
GNG12-AS1,2,0,0,4,2,0,0,9,3,4,4,1
DIRAS3,0,0,0,0,0,0,0,2,3,0,0,1
WLS,350,36,224,52,16,7,60,283,205,40,34,34
MIR1262,0,0,0,0,0,0,0,0,0,0,0,0
RPE65,0,0,0,0,0,0,0,1,0,0,0,0
DEPDC1,43,3,23,11,7,4,8,35,25,8,11,13
LRRC7,0,0,0,0,0,0,0,0,0,0,0,0
PIN1P1,0,0,1,0,0,0,0,0,0,0,0,0
LRRC40,221,22,118,70,11,24,36,160,133,61,65,67
SRSF11,1527,162,941,498,129,88,258,1252,1029,698,769,900
ANKRD13C,411,50,263,122,29,27,45,255,195,81,105,84
HHLA3,99,7,72,12,5,5,6,82,41,10,12,12
CTH,43,5,52,27,4,6,6,34,31,3,2,5
PTGER3,0,0,0,3,2,2,0,0,0,4,1,3
ZRANB2-AS1,0,0,0,0,0,0,0,2,2,2,2,1
ZRANB2,1302,125,774,728,178,174,160,725,626,450,496,637
MIR186,2,0,0,2,0,0,0,2,4,0,1,2
ZRANB2-AS2,0,0,0,0,0,0,0,0,3,0,1,0
NEGR1,0,0,0,0,0,0,0,0,0,0,0,0
NEGR1-IT1,0,0,0,0,0,0,0,0,0,0,0,0
LRRIQ3,9,1,5,0,1,0,1,7,7,1,2,3
FPGT-TNNI3K,0,0,0,0,0,0,0,0,0,0,0,0
FPGT,79,12,38,23,3,7,13,76,61,17,26,34
TNNI3K,0,0,0,0,0,0,0,0,0,0,0,0
CRYZ,3185,314,2052,484,137,154,308,1406,1424,180,176,188
TYW3,894,68,559,192,54,44,88,478,432,124,120,174
LHX8,15,2,14,2,7,0,8,59,58,18,9,20
SLC44A5,77,7,29,22,1,5,12,39,31,2,5,5
ACADM,594,54,306,103,24,28,75,355,295,61,66,55
RABGGTB,1498,148,780,509,104,98,182,880,741,537,568,574
SNORD45C,17,0,5,9,1,0,1,5,5,2,2,0
SNORD45A,28,2,15,8,3,2,0,2,6,7,2,5
SNORD45B,14,2,12,2,4,2,0,12,8,6,9,3
MSH4,5,0,0,2,0,0,0,7,1,0,2,1
ASB17,0,0,0,0,0,0,0,0,1,0,0,0
ST6GALNAC3,0,0,0,0,0,0,2,14,12,1,1,3
ST6GALNAC5,0,0,0,0,0,0,0,0,0,0,0,0
PIGK,360,47,218,48,17,10,60,393,275,33,42,33
AK5,56,5,26,3,0,2,15,44,36,11,5,2
ZZZ3,616,49,344,174,37,33,71,332,277,156,154,171
USP33,865,70,480,199,43,53,114,545,448,255,262,291
NEXN,186,19,88,18,6,8,15,72,80,29,28,18
FUBP1,2514,198,1393,682,194,221,357,1643,1312,578,634,623
DNAJB4,586,69,340,251,73,72,104,636,475,230,306,329
GIPC2,0,0,0,0,0,0,0,3,1,2,1,0
MGC27382,0,0,0,0,0,0,0,0,0,1,0,0
PTGFR,0,0,0,0,1,0,0,0,0,0,0,0
IFI44L,0,0,0,0,0,0,0,12,2,142,95,87
IFI44,1,0,0,7,0,0,3,11,6,283,244,191
MIR548AP,0,0,0,0,0,0,0,0,0,0,0,0
TTLL7,109,13,74,18,3,2,15,67,44,9,10,11
PRKACB,512,45,300,107,30,27,43,305,246,50,44,41
SAMD13,18,2,8,2,4,1,1,6,4,2,0,4
UOX,0,0,0,0,0,0,0,0,1,0,0,1
DNASE2B,0,0,0,1,0,0,0,1,1,0,0,0
RPF1,631,55,345,120,27,21,65,328,259,97,110,108
GNG5,1345,121,973,366,93,86,167,734,559,218,259,275
CTBS,167,13,116,52,16,20,33,133,111,36,27,33
SSX2IP,301,22,166,58,28,20,51,253,172,33,39,25
LPAR3,1,0,6,0,0,0,1,1,2,0,1,1
MCOLN2,57,6,43,8,1,4,4,40,24,7,7,9
MCOLN3,115,10,79,21,11,3,10,106,71,9,15,11
WDR63,187,12,78,44,12,18,14,60,57,27,33,39
MIR4423,0,0,1,0,0,0,1,0,0,0,0,0
SYDE2,54,0,25,12,5,6,4,25,11,8,13,8
C1orf52,325,28,197,153,43,31,54,184,163,159,207,229
BCL10,444,43,281,348,69,58,57,297,236,515,590,596
LOC646626,4,0,3,1,0,1,0,2,1,0,1,1
DDAH1,867,99,608,107,34,32,53,380,292,51,49,65
CYR61,2027,201,1496,325,90,81,164,814,684,289,342,329
ZNHIT6,782,61,449,187,43,47,86,372,305,134,139,140
COL24A1,19,4,13,0,3,0,0,6,2,0,1,1
ODF2L,224,20,124,61,15,10,53,191,147,50,48,49
CLCA2,8,1,7,0,0,0,0,0,2,1,0,0
CLCA1,0,0,0,0,0,0,0,0,0,0,0,0
